gene,ctrl_mean,pert_mean,delta,abs_delta
EMC10,19.639277,19.5912,-0.04807663,0.04807663
GYPC,1.8963747,1.9444503,0.048075557,0.048075557
MTA2,8.798774,8.750717,-0.048056602,0.048056602
LSM12,1.6472653,1.5992124,-0.048052907,0.048052907
PYGB,4.196511,4.1485004,-0.04801035,0.04801035
PASK,2.6130292,2.565023,-0.048006296,0.048006296
ADAT1,3.891162,3.8431597,-0.048002243,0.048002243
SEMA5B,2.3406851,2.292692,-0.047993183,0.047993183
BDP1,6.402504,6.354528,-0.047976017,0.047976017
PCNX1,6.5435877,6.495639,-0.047948837,0.047948837
CCDC34,4.4300346,4.382087,-0.047947407,0.047947407
YES1,6.1774936,6.1296196,-0.047873974,0.047873974
RELB,1.9457251,1.897852,-0.04787314,0.04787314
GPATCH8,1.9971186,1.9492509,-0.047867656,0.047867656
WWP1,4.297805,4.2499714,-0.047833443,0.047833443
TUBGCP2,5.4883957,5.440564,-0.047831535,0.047831535
ZNF100,1.7601372,1.7123164,-0.047820807,0.047820807
CSRP2,2.8958247,2.8480258,-0.047798872,0.047798872
NEK8,1.647763,1.5999717,-0.04779136,0.04779136
SPR,1.6374686,1.6852542,0.04778564,0.04778564
EDEM2,3.9689858,4.016756,0.04777026,0.04777026
PDHX,5.6209135,5.5731606,-0.047752857,0.047752857
CCDC8,1.7901824,1.8378837,0.04770136,0.04770136
ALCAM,4.7337856,4.7814713,0.047685623,0.047685623
SMC2,6.4739103,6.4262714,-0.047638893,0.047638893
WDHD1,4.7958927,4.7482862,-0.04760647,0.04760647
HECTD3,4.855616,4.8080254,-0.047590733,0.047590733
C5orf51,5.6374426,5.6850195,0.047576904,0.047576904
VAC14,5.526954,5.4793797,-0.04757452,0.04757452
ST5,3.5239418,3.5715113,0.047569513,0.047569513
ATP6V0B,7.05362,7.0060625,-0.047557354,0.047557354
CRIPT,8.451776,8.404234,-0.04754162,0.04754162
PKIB,0.1013202,0.1488446,0.0475244,0.0475244
WDR27,3.843619,3.796141,-0.0474782,0.0474782
CACNA1H,2.1879454,2.1405048,-0.04744053,0.04744053
CARS2,4.486117,4.43868,-0.047436714,0.047436714
ANO6,3.5832722,3.630704,0.047431707,0.047431707
CCDC69,1.5764092,1.5289928,-0.04741645,0.04741645
DHX32,1.3355249,1.3829391,0.047414184,0.047414184
PRKAB1,2.845767,2.8931441,0.04737711,0.04737711
ESPL1,3.9776824,3.9303265,-0.04735589,0.04735589
HDAC1,8.702405,8.749712,0.047307014,0.047307014
FAM122B,4.8870497,4.839746,-0.047303677,0.047303677
LRRC20,2.8167696,2.7694883,-0.047281265,0.047281265
IL27RA,1.697873,1.6506059,-0.04726708,0.04726708
NOL4L,3.723989,3.6767561,-0.047232866,0.047232866
RBM12B,2.6672516,2.620032,-0.047219515,0.047219515
TXNDC15,4.267262,4.220069,-0.04719305,0.04719305
RTKN,4.0163193,3.969142,-0.047177315,0.047177315
PPIE,3.6382806,3.6854508,0.047170162,0.047170162
WDR76,4.016869,3.96971,-0.047158957,0.047158957
NBR1,4.251388,4.298547,0.047158718,0.047158718
FOXP1,2.5857084,2.6328614,0.047152996,0.047152996
RIOK1,3.3199916,3.272839,-0.04715252,0.04715252
HADHB,8.085079,8.0379305,-0.047148705,0.047148705
DTD1,9.708036,9.755168,0.04713154,0.04713154
KDM3B,10.220662,10.267781,0.04711914,0.04711914
BAG6,21.403238,21.356144,-0.047094345,0.047094345
TMEM251,4.0277925,4.074884,0.047091484,0.047091484
POLR3E,3.6635582,3.6165092,-0.047049046,0.047049046
ABCB7,10.368556,10.321524,-0.047032356,0.047032356
FANCG,2.5237846,2.4767692,-0.04701543,0.04701543
ERGIC3,12.138228,12.185241,0.04701233,0.04701233
CD81,2.701226,2.6542435,-0.046982527,0.046982527
SLC1A6,1.3188914,1.271916,-0.046975374,0.046975374
HRH3,0.87083507,0.8238748,-0.046960294,0.046960294
YTHDF1,2.52182,2.474863,-0.046957016,0.046957016
PPP1R14B,2.1404023,2.0934532,-0.04694915,0.04694915
DR1,10.442058,10.395119,-0.046938896,0.046938896
RPP38,3.4098125,3.3628788,-0.04693365,0.04693365
SP8,0.16727787,0.2142034,0.04692553,0.04692553
GRB14,1.3635792,1.4104873,0.04690814,0.04690814
RFFL,2.347365,2.3942719,0.046906948,0.046906948
ACTN4,2.3255973,2.278694,-0.04690337,0.04690337
APPL2,2.5215056,2.5683708,0.046865225,0.046865225
TLCD3A,2.0413086,1.9944619,-0.046846747,0.046846747
TRDMT1,2.6075807,2.5607355,-0.046845198,0.046845198
HIST1H3H,1.8313862,1.7845514,-0.046834826,0.046834826
EXOC2,8.775068,8.728248,-0.04682064,0.04682064
SHISA9,1.1404809,1.0936607,-0.046820164,0.046820164
CCNB2,11.617142,11.663954,0.046812057,0.046812057
NR2C2AP,1.7723176,1.7255062,-0.04681146,0.04681146
TIMM10B,3.5077012,3.460925,-0.046776056,0.046776056
HEXIM1,6.4775777,6.524345,0.046767235,0.046767235
NIBAN2,7.1879454,7.141182,-0.04676342,0.04676342
MAST1,1.4877148,1.440963,-0.046751738,0.046751738
URB2,2.0265613,1.9798249,-0.04673636,0.04673636
CPT2,2.8582878,2.8115916,-0.046696186,0.046696186
TSPAN14,2.7041335,2.6574712,-0.04666233,0.04666233
APEX2,3.1878142,3.1411548,-0.04665947,0.04665947
CTH,3.6649728,3.711601,0.046628237,0.046628237
YIPF6,3.8856611,3.8390362,-0.0466249,0.0466249
NDUFS7,6.716052,6.669432,-0.046619892,0.046619892
LGALSL,3.3914502,3.3448446,-0.046605587,0.046605587
KDM6A,7.460237,7.4136386,-0.046598434,0.046598434
GTPBP8,4.5759115,4.529315,-0.046596527,0.046596527
PARG,4.655019,4.608426,-0.046592712,0.046592712
UBE2R2,25.395693,25.349138,-0.046554565,0.046554565
LRRC8B,3.3435142,3.2970011,-0.04651308,0.04651308
TULP4,2.381601,2.4281118,0.046510696,0.046510696
NIT1,2.8108497,2.7643435,-0.046506166,0.046506166
PIGN,4.898444,4.8519473,-0.046496868,0.046496868
ADA,0.9777347,1.0242167,0.046481967,0.046481967
USP28,9.113789,9.067336,-0.046452522,0.046452522
OXNAD1,4.929275,4.8828435,-0.04643154,0.04643154
ADAMTS16,2.7651143,2.7186902,-0.04642415,0.04642415
CHST8,1.0327431,0.9863624,-0.0463807,0.0463807
ATAD1,5.7313757,5.685003,-0.04637289,0.04637289
ZNF677,3.0344458,2.9880774,-0.04636836,0.04636836
SPOUT1,1.8732188,1.8268787,-0.046340108,0.046340108
PTRH2,1.6834136,1.6370776,-0.046336055,0.046336055
TOP2B,2.546888,2.5005543,-0.04633379,0.04633379
TSPAN3,11.654338,11.608006,-0.04633236,0.04633236
PPP1R15B,8.826697,8.780384,-0.046313286,0.046313286
DTNBP1,1.8109283,1.8572341,0.046305776,0.046305776
STK38L,8.94803,8.901741,-0.046289444,0.046289444
AAAS,7.4071407,7.360863,-0.046277523,0.046277523
TRAPPC1,3.5486956,3.5949633,0.046267748,0.046267748
MED11,2.0865464,2.0403228,-0.04622364,0.04622364
DCTD,9.942713,9.896492,-0.04622078,0.04622078
NSUN6,2.8780649,2.831854,-0.046210766,0.046210766
MRE11,4.591733,4.545547,-0.04618597,0.04618597
SH3PXD2A,2.9545527,2.9083765,-0.046176195,0.046176195
ARFGAP1,2.519803,2.4736452,-0.046157837,0.046157837
DDX49,6.5880656,6.541926,-0.046139717,0.046139717
FUZ,1.678201,1.6320639,-0.046137094,0.046137094
NEPRO,5.7013307,5.655194,-0.046136856,0.046136856
NAAA,1.4521165,1.4059815,-0.04613495,0.04613495
SREBF2,7.6012416,7.5551157,-0.04612589,0.04612589
IER3,1.0587018,1.1048024,0.046100616,0.046100616
KCTD17,3.3732975,3.32722,-0.04607749,0.04607749
SRSF12,1.8914502,1.937514,0.04606378,0.04606378
WEE1,5.1724644,5.126403,-0.046061516,0.046061516
FEM1A,2.9625943,2.916536,-0.046058178,0.046058178
SPTY2D1,2.8352892,2.7892592,-0.046030045,0.046030045
PAFAH1B3,20.360357,20.314337,-0.046020508,0.046020508
WDR41,4.212935,4.2588954,0.045960426,0.045960426
ALKBH1,2.4403813,2.394425,-0.045956373,0.045956373
PKN1,6.890638,6.8446836,-0.045954227,0.045954227
FPGS,4.2054696,4.1595163,-0.045953274,0.045953274
C1orf174,5.1064544,5.0605197,-0.045934677,0.045934677
TENM3,5.5386367,5.5845647,0.045928,0.045928
TATDN3,2.4109125,2.365014,-0.045898438,0.045898438
APIP,3.99649,3.9505944,-0.045895576,0.045895576
DDRGK1,3.5183098,3.4724162,-0.04589367,0.04589367
FOXRED1,2.9623847,2.9165032,-0.04588151,0.04588151
ATP1A2,2.59265,2.5467868,-0.04586315,0.04586315
STK33,3.4098387,3.363982,-0.045856714,0.045856714
GTF2H5,3.726975,3.7728307,0.04585576,0.04585576
APH1A,4.4720244,4.426173,-0.04585123,0.04585123
SRPRA,3.9575388,3.9117134,-0.04582548,0.04582548
PDE4B,1.3979987,1.443803,0.045804262,0.045804262
TINAGL1,0.87183046,0.8260321,-0.04579836,0.04579836
DHX38,5.0500836,5.0042872,-0.045796394,0.045796394
PATZ1,4.4082932,4.3625126,-0.04578066,0.04578066
SLC35A3,3.8827798,3.83701,-0.04576993,0.04576993
NIPA1,1.4975901,1.5433404,0.04575038,0.04575038
ARFIP2,6.6606245,6.614887,-0.045737267,0.045737267
TMEM237,7.030831,6.985128,-0.045702934,0.045702934
RBBP9,2.4101791,2.3644898,-0.045689344,0.045689344
FBXO27,2.1666753,2.1210124,-0.04566288,0.04566288
RFC4,2.2847078,2.2390645,-0.04564333,0.04564333
MAPRE1,10.543195,10.497556,-0.045639038,0.045639038
ING5,1.6722548,1.6266186,-0.045636177,0.045636177
HIF3A,1.1920316,1.1464033,-0.04562831,0.04562831
UBR2,4.7323713,4.686756,-0.045615196,0.045615196
TMEM151B,1.8967414,1.8511391,-0.04560232,0.04560232
SLC25A33,7.9606557,7.9150667,-0.04558897,0.04558897
TSC22D4,1.9387835,1.8931987,-0.045584798,0.045584798
CDC42EP3,2.3603048,2.405856,0.04555106,0.04555106
ASPM,6.29364,6.2481036,-0.045536518,0.045536518
CENPW,14.451619,14.406123,-0.045495987,0.045495987
AGBL5,6.86777,6.913259,0.045488834,0.045488834
NCOA1,2.2270274,2.2725058,0.045478344,0.045478344
YIPF4,4.111248,4.065812,-0.045435905,0.045435905
PHF23,5.875419,5.829997,-0.045422077,0.045422077
BET1L,2.869735,2.8243172,-0.045417786,0.045417786
COBL,2.8304694,2.87588,0.045410633,0.045410633
TMEM59L,1.3287668,1.3741568,0.04539001,0.04539001
ZDHHC5,3.7907586,3.7453864,-0.045372248,0.045372248
CCNH,2.286227,2.240867,-0.04536009,0.04536009
SEPTIN6,1.5856297,1.630988,0.0453583,0.0453583
ECPAS,1.6767079,1.6313757,-0.045332193,0.045332193
RPAP2,3.3480458,3.3027139,-0.045331955,0.045331955
DPH6,7.382727,7.3374057,-0.045321465,0.045321465
PRUNE1,2.3026772,2.2573771,-0.045300007,0.045300007
CHD1,4.682785,4.6374984,-0.045286655,0.045286655
UPP1,2.4266555,2.4719248,0.04526925,0.04526925
ZNF486,2.1751885,2.1299202,-0.045268297,0.045268297
SCAMP3,6.697166,6.6519384,-0.045227528,0.045227528
CALCA,0.18330888,0.22852367,0.045214787,0.045214787
CCDC134,2.1734335,2.128227,-0.045206547,0.045206547
CDK5RAP1,3.8812604,3.836065,-0.04519534,0.04519534
ANKRD50,3.3449287,3.390121,0.04519224,0.04519224
YWHAQ,4.654862,4.609693,-0.045168877,0.045168877
NOL9,1.9803542,1.9352092,-0.045145035,0.045145035
PDIA4,2.471972,2.4268394,-0.045132637,0.045132637
PHC3,2.5019908,2.4568617,-0.04512906,0.04512906
ATP5F1D,5.3171625,5.2720523,-0.045110226,0.045110226
KIT,1.8095924,1.7645073,-0.045085073,0.045085073
CDC42BPG,2.0109756,2.0560577,0.045082092,0.045082092
WWOX,1.9049927,1.9500701,0.045077443,0.045077443
CABLES1,2.467388,2.422317,-0.045070887,0.045070887
RCN3,1.253091,1.2080591,-0.045031905,0.045031905
PCED1A,1.2343881,1.2794038,0.045015693,0.045015693
ARHGEF9,2.3788767,2.333883,-0.04499364,0.04499364
PPP2R3A,2.5312238,2.4862394,-0.04498434,0.04498434
ZNRF3,2.4711862,2.4262059,-0.044980288,0.044980288
LSM14B,7.076357,7.031382,-0.044974804,0.044974804
FAIM,2.662851,2.6178966,-0.04495454,0.04495454
MON1B,3.0994866,3.0545504,-0.04493618,0.04493618
BAG1,4.1238475,4.0789256,-0.044921875,0.044921875
AMER1,1.7417487,1.6968328,-0.044915915,0.044915915
PRMT3,3.984519,3.9396112,-0.04490781,0.04490781
MGA,3.3054013,3.2605395,-0.044861794,0.044861794
RNF11,4.5252514,4.4804068,-0.044844627,0.044844627
PDE6D,4.076383,4.031628,-0.044754982,0.044754982
BRIP1,3.3625052,3.3177934,-0.04471183,0.04471183
ITPRIPL1,1.4805375,1.4358565,-0.044681072,0.044681072
RRP7A,1.1991303,1.1544536,-0.04467666,0.04467666
TTYH3,8.736903,8.692272,-0.044631004,0.044631004
ACY1,2.1772056,2.13258,-0.04462552,0.04462552
PI4KB,4.106402,4.061787,-0.044614792,0.044614792
ETNK1,3.731952,3.6873405,-0.044611454,0.044611454
TERT,0.827588,0.7829893,-0.0445987,0.0445987
STIM1,1.6574025,1.7019668,0.044564247,0.044564247
CRACR2B,1.3326697,1.288115,-0.04455471,0.04455471
SLC9A7,2.3361535,2.2915995,-0.044553995,0.044553995
BAZ2A,5.4790707,5.4345675,-0.044503212,0.044503212
POLR3H,5.572559,5.52807,-0.044488907,0.044488907
RGS16,1.4685929,1.5130341,0.044441223,0.044441223
PCGF3,2.0300975,2.0745125,0.044414997,0.044414997
COMTD1,1.7186714,1.674271,-0.044400454,0.044400454
GDAP2,3.3799508,3.3355544,-0.0443964,0.0443964
UCHL5,3.2501833,3.2058034,-0.04437995,0.04437995
DAP,5.1214113,5.1657863,0.044374943,0.044374943
SOHLH2,1.4017707,1.4461242,0.044353485,0.044353485
RAE1,3.6067948,3.5624614,-0.044333458,0.044333458
PLPP5,3.0663767,3.0220485,-0.044328213,0.044328213
LSM10,3.3561137,3.311791,-0.04432273,0.04432273
RFX7,2.743923,2.6996074,-0.044315577,0.044315577
ATP5F1A,5.1886787,5.1443934,-0.044285297,0.044285297
KNL1,2.7817738,2.8260539,0.044280052,0.044280052
PHKA1,1.372433,1.4167026,0.04426968,0.04426968
ZNF620,2.1124268,2.068177,-0.044249773,0.044249773
CCDC88C,4.294321,4.2500916,-0.044229507,0.044229507
BRSK1,3.07489,3.1191118,0.044221878,0.044221878
ARL8A,3.74112,3.7853105,0.044190407,0.044190407
ZC3H3,3.2417488,3.1975837,-0.044165134,0.044165134
PHKG2,3.9635897,3.9194362,-0.044153452,0.044153452
SLC35F5,3.1281433,3.0840101,-0.044133186,0.044133186
CSNK1G2,3.8101163,3.7659929,-0.04412341,0.04412341
GTDC1,1.4329684,1.477075,0.044106603,0.044106603
DHX16,3.489234,3.44513,-0.04410386,0.04410386
PRRC2B,4.5396323,4.5837345,0.044102192,0.044102192
KIZ,4.6528187,4.6087213,-0.044097424,0.044097424
TENT5B,1.5562919,1.5121984,-0.04409349,0.04409349
HDDC3,2.5055532,2.4614768,-0.044076443,0.044076443
RBM12,1.4451749,1.4010988,-0.044076085,0.044076085
INTS14,4.0332932,3.9892626,-0.044030666,0.044030666
PACS1,3.1936033,3.1496038,-0.043999434,0.043999434
TAF10,5.9292226,5.8852468,-0.04397583,0.04397583
SNRNP70,2.5735278,2.5295553,-0.043972492,0.043972492
ZNF143,3.8691325,3.8251636,-0.043968916,0.043968916
SIRT5,1.8782743,1.8343173,-0.043956995,0.043956995
ATF4,2.226687,2.1827664,-0.043920517,0.043920517
ZNF414,2.4063287,2.362409,-0.043919563,0.043919563
FOXK2,2.4799874,2.4360695,-0.043917894,0.043917894
ZNF552,2.9262364,2.8823192,-0.04391718,0.04391718
COMMD1,4.510478,4.5543346,0.04385662,0.04385662
EPS8L1,1.6665968,1.622741,-0.043855786,0.043855786
CMTM4,3.8394542,3.7956002,-0.043854,0.043854
CD320,4.795028,4.751192,-0.043836117,0.043836117
UBA5,4.475901,4.432066,-0.043835163,0.043835163
NF1,5.952064,5.9958982,0.04383421,0.04383421
ATP11B,3.337018,3.3808472,0.043829203,0.043829203
DDX28,2.4197664,2.3759375,-0.043828964,0.043828964
ULK4,2.029338,1.9855323,-0.0438056,0.0438056
ZHX1,0.85923094,0.8154257,-0.04380524,0.04380524
ARL14EP,1.5798408,1.5360492,-0.043791533,0.043791533
OXCT1,5.715423,5.671644,-0.043778896,0.043778896
FBXO41,1.6059567,1.5622102,-0.04374647,0.04374647
SECISBP2,5.3559566,5.3122115,-0.04374504,0.04374504
UBA3,10.909864,10.866153,-0.043711662,0.043711662
TAX1BP3,8.825414,8.781728,-0.043685913,0.043685913
POC1A,4.366461,4.3227854,-0.043675423,0.043675423
SNX17,7.7458353,7.702169,-0.043666363,0.043666363
TADA3,4.8730354,4.9166837,0.043648243,0.043648243
CRB2,1.1722286,1.1285821,-0.043646455,0.043646455
ULK1,6.1709976,6.1273804,-0.04361725,0.04361725
AVEN,4.1460867,4.1897025,0.043615818,0.043615818
ZNHIT2,2.010504,1.9669082,-0.04359579,0.04359579
GOLPH3L,7.4356403,7.3920546,-0.043585777,0.043585777
CAD,3.0101635,2.966586,-0.043577433,0.043577433
KLC1,2.8417854,2.7982163,-0.043569088,0.043569088
AEBP1,3.811138,3.7675712,-0.043566704,0.043566704
KCTD2,3.617718,3.5741546,-0.043563366,0.043563366
AR,1.9847286,1.9411951,-0.043533444,0.043533444
TUT1,2.1492038,2.1056707,-0.043533087,0.043533087
ZNF385A,1.3701802,1.4136988,0.043518543,0.043518543
LRP5,2.2658215,2.2223358,-0.04348564,0.04348564
RTN4RL2,3.628222,3.5847502,-0.043471813,0.043471813
NEK4,3.0807052,3.0372481,-0.04345703,0.04345703
GDF11,5.9098125,5.866371,-0.043441296,0.043441296
TMEM245,5.4737005,5.4302692,-0.043431282,0.043431282
PAPSS2,1.3342152,1.2908076,-0.04340756,0.04340756
SLC41A3,2.1684303,2.211822,0.043391705,0.043391705
TLN2,3.828531,3.785174,-0.043357134,0.043357134
RGMA,4.0264826,3.983151,-0.043331623,0.043331623
NAP1L2,2.0307,1.9873728,-0.043327212,0.043327212
SLC12A8,2.4616776,2.4183629,-0.043314695,0.043314695
PPP2R2D,5.904862,5.861554,-0.04330778,0.04330778
SNTB2,3.240046,3.1967428,-0.04330325,0.04330325
CORO1A,1.425791,1.382513,-0.04327798,0.04327798
PBRM1,6.6209397,6.57771,-0.04322958,0.04322958
PARPBP,6.749476,6.706265,-0.043210983,0.043210983
MFSD10,5.062395,5.0191975,-0.04319763,0.04319763
ARIH1,4.5448713,4.5016794,-0.04319191,0.04319191
ANAPC13,5.8408422,5.7976646,-0.043177605,0.043177605
FAM117B,2.1615937,2.118429,-0.04316473,0.04316473
ASCC3,7.0543013,7.097451,0.043149948,0.043149948
FCHO1,1.2239366,1.1807895,-0.043147087,0.043147087
CAPN6,1.2137992,1.2569349,0.043135643,0.043135643
TMEM39B,2.6678278,2.6247234,-0.04310441,0.04310441
DPCD,5.0710917,5.027991,-0.043100834,0.043100834
NAB1,4.243975,4.200888,-0.043087006,0.043087006
TRAPPC3,3.6835709,3.7266476,0.043076754,0.043076754
ZNF57,1.07193,1.0288645,-0.043065548,0.043065548
ATP11A,3.1446981,3.1016564,-0.043041706,0.043041706
GBA2,6.491487,6.53452,0.043033123,0.043033123
CAMK2N1,0.9441272,0.9871598,0.043032587,0.043032587
PURB,3.1349015,3.091924,-0.04297757,0.04297757
FAR2,2.3359964,2.378974,0.04297757,0.04297757
GID4,2.688993,2.6460238,-0.042969227,0.042969227
ARHGAP1,5.528971,5.48601,-0.04296112,0.04296112
MICU1,5.406355,5.4493136,0.042958736,0.042958736
DONSON,2.2802808,2.2373388,-0.042942047,0.042942047
BABAM1,9.975587,9.932664,-0.042922974,0.042922974
EIF1AD,3.4214427,3.3785262,-0.042916536,0.042916536
PRPF39,5.225194,5.1822968,-0.042897224,0.042897224
FOSL1,0.3569782,0.39986455,0.042886347,0.042886347
GRK2,7.39923,7.356363,-0.042867184,0.042867184
SSBP2,2.436426,2.479287,0.042860985,0.042860985
NT5DC3,2.3505867,2.3077276,-0.042859077,0.042859077
RHOBTB3,0.72275776,0.7656106,0.04285282,0.04285282
GFOD2,1.9659996,1.9231719,-0.042827725,0.042827725
STRIP1,5.335001,5.2922387,-0.04276228,0.04276228
GRN,6.2459135,6.2886558,0.042742252,0.042742252
EPB41,3.573554,3.5308225,-0.042731524,0.042731524
ATAD3B,1.863815,1.8210839,-0.042731047,0.042731047
ACTR8,3.2089534,3.1662288,-0.04272461,0.04272461
ZNF608,5.9033947,5.8606806,-0.04271412,0.04271412
CTNNBL1,3.3375943,3.294882,-0.04271221,0.04271221
BTF3,1.4505186,1.4078112,-0.042707443,0.042707443
ZNF292,3.1176655,3.0749602,-0.042705297,0.042705297
SLCO4A1,0.76194465,0.71924716,-0.04269749,0.04269749
EDEM3,2.7641973,2.7215083,-0.042689085,0.042689085
FAM207A,1.8190749,1.7763863,-0.04268861,0.04268861
TOX4,6.839821,6.797151,-0.042669773,0.042669773
PINLYP,0.86805844,0.82542586,-0.04263258,0.04263258
PNPLA5,1.1256548,1.0830435,-0.04261136,0.04261136
TMEM108,1.8606192,1.8180255,-0.042593718,0.042593718
CNOT6,4.255265,4.212674,-0.042591095,0.042591095
SPNS1,5.197244,5.154656,-0.042588234,0.042588234
LTBP4,2.5574446,2.6000316,0.04258704,0.04258704
ZER1,3.5139616,3.471384,-0.042577505,0.042577505
IGDCC3,5.2104726,5.1679163,-0.042556286,0.042556286
NAV1,2.8184986,2.7759876,-0.042510986,0.042510986
TFPI2,1.4300607,1.3875597,-0.042501092,0.042501092
DAB1,1.8923931,1.9348816,0.042488456,0.042488456
AC099489.1,0.6736955,0.63121736,-0.042478144,0.042478144
CEP350,6.4394383,6.3969755,-0.042462826,0.042462826
WIF1,0.62379503,0.58135307,-0.042441964,0.042441964
CRY1,3.5608497,3.5184083,-0.042441368,0.042441368
RAB2B,3.2146113,3.2570496,0.04243827,0.04243827
SPEN,5.6707616,5.6283283,-0.042433262,0.042433262
EYA3,4.92697,4.884553,-0.04241705,0.04241705
MFN1,2.4780753,2.43566,-0.04241538,0.04241538
CCP110,3.1819992,3.13962,-0.04237914,0.04237914
KIN,2.4536097,2.4112356,-0.042374134,0.042374134
UBE2G1,17.665392,17.623026,-0.042366028,0.042366028
SEM1,10.302913,10.260556,-0.04235649,0.04235649
MDH2,3.8721972,3.8298771,-0.042320013,0.042320013
HES6,1.0856297,1.1279485,0.04231882,0.04231882
SP110,1.3602002,1.317908,-0.042292118,0.042292118
DUSP14,2.0450544,2.0873199,0.042265415,0.042265415
EHD1,1.9854097,1.9431449,-0.04226482,0.04226482
TAP2,2.1849854,2.142733,-0.042252302,0.042252302
CABP1,0.8813391,0.8390962,-0.042242885,0.042242885
USP8,4.801734,4.759494,-0.042240143,0.042240143
CCNT1,4.136735,4.094507,-0.042227745,0.042227745
PSMD14,3.1267288,3.0845234,-0.042205334,0.042205334
CCNK,3.3372538,3.2950785,-0.042175293,0.042175293
DCAF5,2.2605824,2.3027413,0.042158842,0.042158842
HUNK,1.7442634,1.7021142,-0.042149186,0.042149186
CYP2R1,1.6659943,1.7081329,0.042138577,0.042138577
NECTIN2,10.307995,10.350104,0.04210949,0.04210949
NDUFA6,5.4466944,5.4045944,-0.042099953,0.042099953
NT5M,1.9066429,1.8645473,-0.04209566,0.04209566
ITPRID2,0.81980824,0.86189836,0.042090118,0.042090118
LNP1,1.415942,1.3738784,-0.042063594,0.042063594
EIF2B1,3.7620494,3.7199955,-0.042053938,0.042053938
VGLL3,1.0627096,1.1047478,0.042038202,0.042038202
OLFML3,2.4179852,2.375981,-0.04200411,0.04200411
GPD2,3.7616565,3.7196677,-0.04198885,0.04198885
NMU,6.255422,6.2973995,0.041977406,0.041977406
SGPP1,1.3776718,1.41963,0.041958213,0.041958213
WAPL,3.2183833,3.1764312,-0.041952133,0.041952133
AURKAIP1,3.920002,3.8780537,-0.04194832,0.04194832
DIAPH3,2.6761055,2.6341665,-0.04193902,0.04193902
MAPK10,0.5557156,0.5976231,0.04190749,0.04190749
NR2C1,4.8279023,4.786015,-0.041887283,0.041887283
SUZ12,1.7958927,1.7540265,-0.041866183,0.041866183
TANGO6,2.4412458,2.3993948,-0.041851044,0.041851044
DBR1,3.7788925,3.737123,-0.041769505,0.041769505
PHTF2,4.383042,4.341284,-0.04175806,0.04175806
SLC18A2,0.6412406,0.5995456,-0.041695,0.041695
NPY5R,0.27278918,0.31444535,0.041656166,0.041656166
NAPA,4.944232,4.985882,0.04164982,0.04164982
TFAP2C,0.42597443,0.4676046,0.04163018,0.04163018
FXYD5,15.09836,15.056735,-0.041625023,0.041625023
GMEB2,2.2572036,2.2155797,-0.04162383,0.04162383
FAM189B,2.6801393,2.638525,-0.041614294,0.041614294
S1PR2,3.1983707,3.1567802,-0.041590452,0.041590452
YDJC,1.2118084,1.1702212,-0.041587234,0.041587234
COPS9,3.5200388,3.4784677,-0.04157114,0.04157114
CSNK1G3,4.839454,4.7978992,-0.041554928,0.041554928
ARHGAP21,1.3675084,1.4090619,0.041553497,0.041553497
MICAL3,4.1149673,4.073426,-0.041541576,0.041541576
TRMT61B,2.405988,2.3644571,-0.041530848,0.041530848
PPM1J,1.6866094,1.6450789,-0.04153049,0.04153049
DCHS1,1.4335709,1.4750924,0.04152155,0.04152155
GGA3,2.9198186,2.878305,-0.04151368,0.04151368
GALNT17,3.3180532,3.276553,-0.04150033,0.04150033
ATRIP,1.7485069,1.7070241,-0.041482806,0.041482806
GATAD1,3.2127252,3.1712425,-0.041482687,0.041482687
HADHA,14.176263,14.217721,0.04145813,0.04145813
MOB4,14.0443735,14.002916,-0.041457176,0.041457176
TMEM45A,1.6926079,1.6511631,-0.04144478,0.04144478
ARL6IP6,4.8496175,4.8081837,-0.04143381,0.04143381
KDSR,3.1945202,3.153099,-0.041421175,0.041421175
MTSS1,0.6018703,0.56045157,-0.04141873,0.04141873
